variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,migration_family
w12_M_q192bx3,External Support Type Family (Migration Location) (Individual Migration),exter_suprt_type_fam_migr_locat_indiv_migr3,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),External Support Type Family (Migration Location) (Individual Migration),In which form did your family/relatives support you?,Provision of food,Multiple Choice,integer-coded,379,379,9,97.63,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 7, ""1"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q192bx4,External Support Type Family (Migration Location) (Individual Migration),exter_suprt_type_fam_migr_locat_indiv_migr4,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),External Support Type Family (Migration Location) (Individual Migration),In which form did your family/relatives support you?,Education,Multiple Choice,integer-coded,379,379,9,97.63,1,"[""0""]","[""Not Selected""]","{""0"": 9}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q192bx5,External Support Type Family (Migration Location) (Individual Migration),exter_suprt_type_fam_migr_locat_indiv_migr5,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),External Support Type Family (Migration Location) (Individual Migration),In which form did your family/relatives support you?,Other (specify in next question):,Multiple Choice,integer-coded,379,379,9,97.63,1,"[""0""]","[""Not Selected""]","{""0"": 9}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q192bx88,External Support Type Family (Migration Location) (Individual Migration),exter_suprt_type_fam_migr_locat_indiv_migr88,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),External Support Type Family (Migration Location) (Individual Migration),In which form did your family/relatives support you?,DK,Multiple Choice,integer-coded,379,379,9,97.63,1,"[""0""]","[""Not Selected""]","{""0"": 9}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q192bx99,External Support Type Family (Migration Location) (Individual Migration),exter_suprt_type_fam_migr_locat_indiv_migr99,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),External Support Type Family (Migration Location) (Individual Migration),In which form did your family/relatives support you?,RA,Multiple Choice,integer-coded,379,379,9,97.63,1,"[""0""]","[""Not Selected""]","{""0"": 9}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q155bx1,External Support Type Family (Migration Location) (Whole Household Migration),exter_suprt_type_fam_migr_locat_whole_hh_migr1,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),External Support Type Family (Migration Location) (Whole Household Migration),In which form did your family/relatives support you?,Monetary support,Multiple Choice,integer-coded,379,379,14,96.31,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 13, ""0"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q155bx2,External Support Type Family (Migration Location) (Whole Household Migration),exter_suprt_type_fam_migr_locat_whole_hh_migr2,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),External Support Type Family (Migration Location) (Whole Household Migration),In which form did your family/relatives support you?,Provision of shelter,Multiple Choice,integer-coded,379,379,14,96.31,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 13, ""1"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q155bx3,External Support Type Family (Migration Location) (Whole Household Migration),exter_suprt_type_fam_migr_locat_whole_hh_migr3,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),External Support Type Family (Migration Location) (Whole Household Migration),In which form did your family/relatives support you?,Provision of food,Multiple Choice,integer-coded,379,379,14,96.31,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 13, ""1"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q155bx4,External Support Type Family (Migration Location) (Whole Household Migration),exter_suprt_type_fam_migr_locat_whole_hh_migr4,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),External Support Type Family (Migration Location) (Whole Household Migration),In which form did your family/relatives support you?,Education,Multiple Choice,integer-coded,379,379,14,96.31,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 13, ""1"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q155bx5,External Support Type Family (Migration Location) (Whole Household Migration),exter_suprt_type_fam_migr_locat_whole_hh_migr5,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),External Support Type Family (Migration Location) (Whole Household Migration),In which form did your family/relatives support you?,Other (specify in next question):,Multiple Choice,integer-coded,379,379,14,96.31,1,"[""0""]","[""Not Selected""]","{""0"": 14}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q155bx88,External Support Type Family (Migration Location) (Whole Household Migration),exter_suprt_type_fam_migr_locat_whole_hh_migr88,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),External Support Type Family (Migration Location) (Whole Household Migration),In which form did your family/relatives support you?,DK,Multiple Choice,integer-coded,379,379,14,96.31,1,"[""0""]","[""Not Selected""]","{""0"": 14}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q155bx99,External Support Type Family (Migration Location) (Whole Household Migration),exter_suprt_type_fam_migr_locat_whole_hh_migr99,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),External Support Type Family (Migration Location) (Whole Household Migration),In which form did your family/relatives support you?,RA,Multiple Choice,integer-coded,379,379,14,96.31,1,"[""0""]","[""Not Selected""]","{""0"": 14}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] - Yes (Count) = ""...your family/relatives? - Yes"" |",destination choice/social network
w12_M_q194x1,Family Support Location (Migration Location) (Individual Migration),fam_suprt_locat_migr_locat_indiv_migr1,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),Family Support Location (Migration Location) (Individual Migration),Where do the family members who supported you live? [Multiple choice],In the village,Multiple Choice,integer-coded,379,379,9,97.63,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 7, ""1"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q194x2,Family Support Location (Migration Location) (Individual Migration),fam_suprt_locat_migr_locat_indiv_migr2,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),Family Support Location (Migration Location) (Individual Migration),Where do the family members who supported you live? [Multiple choice],"Outside the village, but in Bangladesh",Multiple Choice,integer-coded,379,379,9,97.63,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 7, ""0"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q194x3,Family Support Location (Migration Location) (Individual Migration),fam_suprt_locat_migr_locat_indiv_migr3,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),Family Support Location (Migration Location) (Individual Migration),Where do the family members who supported you live? [Multiple choice],Abroad,Multiple Choice,integer-coded,379,379,9,97.63,1,"[""0""]","[""Not Selected""]","{""0"": 9}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q194x88,Family Support Location (Migration Location) (Individual Migration),fam_suprt_locat_migr_locat_indiv_migr88,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),Family Support Location (Migration Location) (Individual Migration),Where do the family members who supported you live? [Multiple choice],DK,Multiple Choice,integer-coded,379,379,9,97.63,1,"[""0""]","[""Not Selected""]","{""0"": 9}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q194x99,Family Support Location (Migration Location) (Individual Migration),fam_suprt_locat_migr_locat_indiv_migr99,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Partial | Current),Family Support Location (Migration Location) (Individual Migration),Where do the family members who supported you live? [Multiple choice],RA,Multiple Choice,integer-coded,379,379,9,97.63,1,"[""0""]","[""Not Selected""]","{""0"": 9}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took parts of the household along"" OR w12_M_q24 [Respondent Current Migration Individual or Household] = ""I came alone"") | If w12_M_q191 [External Support Receipt (Migration Location) (Individual Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q157x1,Family Support Location (Migration Location) (Whole Household Migration),fam_suprt_locat_migr_locat_whole_hh_migr1,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),Family Support Location (Migration Location) (Whole Household Migration),Where do the family members who supported you live? [Multiple choice],In the village,Multiple Choice,integer-coded,379,379,14,96.31,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 8, ""0"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q157x2,Family Support Location (Migration Location) (Whole Household Migration),fam_suprt_locat_migr_locat_whole_hh_migr2,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),Family Support Location (Migration Location) (Whole Household Migration),Where do the family members who supported you live? [Multiple choice],"Outside the village, but in Bangladesh",Multiple Choice,integer-coded,379,379,14,96.31,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 8, ""1"": 6}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q157x3,Family Support Location (Migration Location) (Whole Household Migration),fam_suprt_locat_migr_locat_whole_hh_migr3,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),Family Support Location (Migration Location) (Whole Household Migration),Where do the family members who supported you live? [Multiple choice],Abroad,Multiple Choice,integer-coded,379,379,14,96.31,1,"[""0""]","[""Not Selected""]","{""0"": 14}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q157x88,Family Support Location (Migration Location) (Whole Household Migration),fam_suprt_locat_migr_locat_whole_hh_migr88,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),Family Support Location (Migration Location) (Whole Household Migration),Where do the family members who supported you live? [Multiple choice],DK,Multiple Choice,integer-coded,379,379,14,96.31,1,"[""0""]","[""Not Selected""]","{""0"": 14}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q157x99,Family Support Location (Migration Location) (Whole Household Migration),fam_suprt_locat_migr_locat_whole_hh_migr99,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Livelihood Strategies (Whole | Current),Family Support Location (Migration Location) (Whole Household Migration),Where do the family members who supported you live? [Multiple choice],RA,Multiple Choice,integer-coded,379,379,14,96.31,1,"[""0""]","[""Not Selected""]","{""0"": 14}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q24 [Respondent Current Migration Individual or Household] = ""I took the whole household along"" OR w12_M_q23 [Respondent Previous Location Alone] = ""Yes"") | If w12_M_q154 [External Support Receipt (Migration Location) (Whole Household Migration)] = ""…your family/relatives? - Yes"" |",destination choice/social network
w12_M_q363b,Flood (Home Village) Duration,flood_home_villg_durat,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Perception | Previous,Flood (Home Village) Duration,How long did the water stay in {home village in wave 1} during the 2022 monsoon flooding?,,Single Choice,integer-coded,379,379,178,53.03,3,"[""3"", ""1"", ""2""]","[""[number of months]:"", ""[number of days]:"", ""[number of weeks]:""]","{""3"": 105, ""1"": 48, ""2"": 25}","{""1"": ""[number of days]:"", ""2"": ""[number of weeks]:"", ""3"": ""[number of months]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w12_M_q358 [Flood (Home Village) House Flooded] != ""Yes"" |",environmental shock/exposure
w12_M_q363b_txt,Flood (Home Village) Duration,flood_home_villg_durat_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Perception | Previous,Flood (Home Village) Duration,How long did the water stay in {home village in wave 1} during the 2022 monsoon flooding?,,Open Text Box,continuous numeric,379,379,178,53.03,18,"[""1"", ""2"", ""3"", ""15"", ""1.5"", ""20"", ""4"", ""25""]","[""1"", ""2"", ""3"", ""15"", ""1.5"", ""20"", ""4"", ""25""]","{""1"": 43, ""2"": 39, ""3"": 26, ""15"": 15, ""1.5"": 15, ""20"": 10, ""4"": 7, ""25"": 4, ""10"": 4, ""12"": 4}","{""-55"": ""Missing by panel wave drop-out""}",,"| If w12_M_q358 [Flood (Home Village) House Flooded] != ""Yes"" |",environmental shock/exposure
w12_M_q358,Flood (Home Village) House Flooded,flood_home_villg_house_fldd,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Perception | Previous,Flood (Home Village) House Flooded,"During the last monsoon season, has your house in {home village in wave 1} been flooded?",,Single Choice,integer-coded,379,379,240,36.68,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 171, ""1"": 69}","{""1"": ""Yes"", ""2"": ""No"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.",| |,environmental shock/exposure
w12_M_q365,Flood (Home Village) Impact Household,flood_home_villg_impct_hh,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Impact and Coping | Previous,Flood (Home Village) Impact Household,"Has last year’s (2022) flooding in {home village in wave 1} had an impact on your household? [note: if respondents start telling a story about how they have been affected by flooding in a previous year, politely focus them that now we are only interested in the flooding of the last year]",,Single Choice,integer-coded,379,379,249,34.3,2,"[""2"", ""1""]","[""No"", ""Yes""]","{""2"": 142, ""1"": 107}","{""1"": ""Yes"", ""2"": ""No"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","If (w12_M_q357 [Flood (Home Village) Occurrence] = ""Yes"" AND w12_M_q361a [Flood (Home Village) House Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"" AND w12_M_q361b [Flood (Home Village) Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"") | | If ""Yes"" is not selected, skip to: w12_M_q378 [Flood (Home Village) Impact Village Level]",environmental shock/exposure
w12_M_q369,Flood (Home Village) Land Loss Amount,flood_home_villg_land_loss_amt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Impact and Coping | Previous,Flood (Home Village) Land Loss Amount,You said that you lost land. How much land did you lose? [enter in the unit indicated by respondent],,Single Choice,integer-coded,379,379,8,97.89,2,"[""4"", ""2""]","[""Bigha:"", ""Shotangsho / decimal / cent:""]","{""4"": 5, ""2"": 3}","{""1"": ""Acre:"", ""2"": ""Shotangsho / decimal / cent:"", ""3"": ""Katha:"", ""4"": ""Bigha:"", ""5"": ""Kora:"", ""6"": ""Square feet:"", ""7"": ""Square meters:"", ""8"": ""Other unit [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q357 [Flood (Home Village) Occurrence] = ""Yes"" AND w12_M_q361a [Flood (Home Village) House Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"" AND w12_M_q361b [Flood (Home Village) Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"") | If (w12_M_q366 [Flood (Home Village) Impact Types] = ""Partial loss of land"" OR w12_M_q366 [Flood (Home Village) Impact Types] = ""Total loss of land"") AND w12_M_reg2 [Respondent Type] = ""Household head"" |",environmental shock/exposure
w12_M_q369_txt,Flood (Home Village) Land Loss Amount,flood_home_villg_land_loss_amt_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Impact and Coping | Previous,Flood (Home Village) Land Loss Amount,You said that you lost land. How much land did you lose? [enter in the unit indicated by respondent],,Open Text Box,continuous numeric,379,379,8,97.89,7,"[""3"", ""2"", ""40"", ""56"", ""1.5"", ""1"", ""4.5""]","[""3"", ""2"", ""40"", ""56"", ""1.5"", ""1"", ""4.5""]","{""3"": 2, ""2"": 1, ""40"": 1, ""56"": 1, ""1.5"": 1, ""1"": 1, ""4.5"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q357 [Flood (Home Village) Occurrence] = ""Yes"" AND w12_M_q361a [Flood (Home Village) House Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"" AND w12_M_q361b [Flood (Home Village) Start Month] != ""A month before January 2022 [Attention: selecting this will skip to the end of the block with no possibility to return]"") | If (w12_M_q366 [Flood (Home Village) Impact Types] = ""Partial loss of land"" OR w12_M_q366 [Flood (Home Village) Impact Types] = ""Total loss of land"") AND w12_M_reg2 [Respondent Type] = ""Household head"" |",environmental shock/exposure
w12_M_q357,Flood (Home Village) Occurrence,flood_home_villg_occur,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Perception | Previous,Flood (Home Village) Occurrence,"During the 2022 monsoon season, has there been floodwater in {home village in wave 1} ?",,Single Choice,integer-coded,379,379,299,21.11,2,"[""1"", ""2""]","[""Yes"", ""No [Attention: selecting this will skip to the end of the block with no possibility to return]""]","{""1"": 254, ""2"": 45}","{""1"": ""Yes"", ""2"": ""No [Attention: selecting this will skip to the end of the block with no possibility to return]"", ""-8"": ""DK [Attention: selecting this will skip to the end of the block with no possibility to return]"", ""-9"": ""RA [Attention: selecting this will skip to the end of the block with no possibility to return]"", ""-55"": ""Missing by panel wave drop-out""}","This variable refers to different time periods in different survey waves, namely to the last year in the in-person surveys (w1, w6_N, w6_M, w12_N, w12_M, w14_N, and w14_M), and to the last month in the phone surveys.","| | If ""Yes"" is not selected, skip to: End of Block",environmental shock/exposure
w12_M_q360,Flood (Home Village) Severity,flood_home_villg_svrty,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Perception | Previous,Flood (Home Village) Severity,"Compared to the 2021 flood, has the 2022 flood in {home village in wave 1} been much more severe, more severe, the same, less severe or much less severe? [read 5 scale options]",,Single Choice,integer-coded,379,379,253,33.25,5,"[""4"", ""2"", ""5"", ""3"", ""1""]","[""Less severe"", ""More severe"", ""Much less severe"", ""Same"", ""Much more severe""]","{""4"": 170, ""2"": 28, ""5"": 27, ""3"": 20, ""1"": 8}","{""1"": ""Much more severe"", ""2"": ""More severe"", ""3"": ""Same"", ""4"": ""Less severe"", ""5"": ""Much less severe"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| |,environmental shock/exposure
w12_M_q388b,Flood (Migration Location) Duration,flood_migr_locat_durat,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Perception | Current,Flood (Migration Location) Duration,How long did the water stay in {current location} during the 2022 monsoon flooding?,,Single Choice,integer-coded,379,379,62,83.64,3,"[""3"", ""1"", ""2""]","[""[number of months]:"", ""[number of days]:"", ""[number of weeks]:""]","{""3"": 38, ""1"": 18, ""2"": 6}","{""1"": ""[number of days]:"", ""2"": ""[number of weeks]:"", ""3"": ""[number of months]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w12_M_q384 [Flood (Migration Location) House Flooded] != ""Yes"" |",environmental shock/exposure
w12_M_q388b_txt,Flood (Migration Location) Duration,flood_migr_locat_durat_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Flooding 2022 - Perception | Current,Flood (Migration Location) Duration,How long did the water stay in {current location} during the 2022 monsoon flooding?,,Open Text Box,continuous numeric,379,379,62,83.64,15,"[""2"", ""3"", ""1"", ""15"", ""1.5"", ""4"", ""5"", ""10""]","[""2"", ""3"", ""1"", ""15"", ""1.5"", ""4"", ""5"", ""10""]","{""2"": 14, ""3"": 12, ""1"": 11, ""15"": 8, ""1.5"": 3, ""4"": 3, ""5"": 2, ""10"": 2, ""14"": 1, ""12"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,"| If w12_M_q384 [Flood (Migration Location) House Flooded] != ""Yes"" |",environmental shock/exposure
